"source_code","source_vocabulary","frequency","source_concept_class","source_name","validity","standard_code","standard_name","standard_vocabulary","mapping_resource"
"3353570","CNK",191,NA,"Coperindo 5 mg - 1,25 mg filmomh. tabl.",NA,"C09BA04",NA,"ATC(Non-Standard)",NA
"3711496","CNK",191,NA,"Procoralan 5 mg filmomh. tabl.",NA,"C01EB17",NA,"ATC(Non-Standard)",NA
"3833654","CNK",191,NA,NA,NA,NA,NA,NA,NA
"4183554","CNK",191,NA,"Atorvastatin AB 20 mg filmomh. tabl.",NA,"C10AA05",NA,"ATC(Non-Standard)",NA
"44396Z.B","MEDIDOC",191,NA,"PSA (bij familiale antecedenten)",NA,NA,NA,NA,NA
"G43.3","ICD10",191,"ICD10 code","Complicated migraine","valid","193039006","Complicated migraine","SNOMED","cdm_v5_20240830"
"H53.5","ICD10",191,"ICD10 code","Colour vision deficiencies","valid","367469000","Color vision deficiency","SNOMED","cdm_v5_20240830"
"M02.3","ICD10",191,"ICD10 code","Reiter disease","valid","67224007","Reactive arthritis triad","SNOMED","cdm_v5_20240830"
"M67.0","ICD10",191,"ICD10 code","Short Achilles tendon (acquired)","valid","5029005","Acquired short Achilles tendon","SNOMED","cdm_v5_20240830"
"M71.1","ICD10",191,"ICD10 code","Other infective bursitis","valid","84017003","Bursitis","SNOMED","cdm_v5_20240830"
"N30.3","ICD10",191,"ICD10 code","Trigonitis","valid","74445007","Trigonitis","SNOMED","cdm_v5_20240830"
"0061572","CNK",190,NA,NA,NA,NA,NA,NA,NA
"1193598","CNK",190,NA,NA,NA,NA,NA,NA,NA
"2215705","CNK",190,NA,"Gabapentine Sandoz 400 mg harde caps.",NA,"N02BF01 ",NA,"ATC(Non-Standard)",NA
"2275246","CNK",190,NA,NA,NA,NA,NA,NA,NA
"2918555","CNK",190,NA,NA,NA,NA,NA,NA,NA
"3023330","CNK",190,NA,"Gabapentin Sandoz 800 mg filmomh. tabl.",NA,"N02BF01 ",NA,"ATC(Non-Standard)",NA
"3984317","CNK",190,NA,NA,NA,NA,NA,NA,NA
"4166112","CNK",190,NA,"Vyndaqel 61 mg zachte caps.",NA,"N07XX08",NA,"ATC(Non-Standard)",NA
"4575437","CNK",190,NA,NA,NA,NA,NA,NA,NA
"57203C.B","MEDIDOC",190,NA,"Cystine",NA,NA,NA,NA,NA
"63028I.B","MEDIDOC",190,NA,"Anti-DNA natief (titer)",NA,NA,NA,NA,NA
"H19.8","ICD10",190,"ICD10 code","Other disorders of sclera and cornea in diseases classified elsewhere","valid","371405004","Disorder of eye","SNOMED","cdm_v5_20240830"
"I77.9","ICD10",190,"ICD10 code","Disorder of arteries and arterioles, unspecified","valid","359557001","Disorder of artery","SNOMED","cdm_v5_20240830"
"J69.8","ICD10",190,"ICD10 code","Pneumonitis due to other solids and liquids","valid","415126001","Pneumonitis caused by inhaled substance","SNOMED","cdm_v5_20240830"
"K77.0","ICD10",190,"ICD10 code","Liver disorders in infectious and parasitic diseases classified elsewhere","valid","235859005","Liver disorder due to infection","SNOMED","cdm_v5_20240830"
"K86.9","ICD10",190,"ICD10 code","Disease of pancreas, unspecified","valid","3855007","Disorder of pancreas","SNOMED","cdm_v5_20240830"
"L11.0","ICD10",190,"ICD10 code","Acquired keratosis follicularis","valid","238641006","Acquired keratosis follicularis","SNOMED","cdm_v5_20240830"
"N85.0","ICD10",190,"ICD10 code","Endometrial glandular hyperplasia","valid","237072009","Endometrial hyperplasia","SNOMED","cdm_v5_20240830"
"R86","ICD10",190,"ICD10 Hierarchy","Abnormal findings in specimens from male genital organs","valid","442618008, 249230006","Abnormal finding on evaluation procedure, Male genitalia finding","SNOMED","cdm_v5_20240830"
"1573997","CNK",189,NA,NA,NA,NA,NA,NA,NA
"1586338","CNK",189,NA,NA,NA,NA,NA,NA,NA
"1659663","CNK",189,NA,"Menjugate amp. ser. i.m. 0 X 0",NA,"J07AH07","meningokok c, gezuiverd geconjugeerd polysaccharidenantigeen","ATC(Non-Standard)","vaccinet_20240909"
"1659663","CNK",189,NA,"Menjugate Kit 10 µg inj. susp. (pdr. + oplosm.) i.m. flac.",NA,"J07AH",NA,"ATC(Non-Standard)",NA
"2123891","CNK",189,NA,"Broncho-Pectoralis Carbocisteïne 250 mg/5 ml siroop",NA,"R05CB03",NA,"ATC(Non-Standard)",NA
"2902690","CNK",189,NA,"Macrogol + Electrolytes Junior EG 6.9 g or. opl. (pdr.) sachet_Macrogol + Electrolytes Junior EG 6.9 g or. opl. (pdr.) zakje",NA,"A06AD65",NA,"ATC(Non-Standard)",NA
"3078359","CNK",189,NA,"Tazko 5 mg - 5 mg (Impexeco) tabl. verl. afgifte",NA,"C09BB05",NA,"ATC(Non-Standard)",NA
"3131703","CNK",189,NA,NA,NA,NA,NA,NA,NA
"3215639","CNK",189,NA,NA,NA,NA,NA,NA,NA
"3520939","CNK",189,NA,"Fampyra 10 mg tabl. verl. afgifte",NA,"N07XX07",NA,"ATC(Non-Standard)",NA
"3633021","CNK",189,NA,NA,NA,NA,NA,NA,NA
"4135745","CNK",189,NA,"Bupropion Teva 300 mg tabl. geregul. afgifte",NA,"N06AX12",NA,"ATC(Non-Standard)",NA
"4245833","CNK",189,NA,"Tadalafil AB 10 mg filmomh. tabl.",NA,"G04BE08",NA,"ATC(Non-Standard)",NA
"4433835","CNK",189,NA,"Diazepam Eurogenerics 5 mg tabl.",NA,"N05BA01",NA,"ATC(Non-Standard)",NA
"58621_.X","MEDIDOC",189,NA,"VIRUSISOLATIE GYNECO",NA,NA,NA,NA,NA
"A95","ICPC2",189,NA,"Perinatale mortaliteit",NA,NA,NA,NA,NA
"G60.3","ICD10",189,"ICD10 code","Idiopathic progressive neuropathy","valid","33209009","Idiopathic progressive polyneuropathy","SNOMED","cdm_v5_20240830"
"J38.3","ICD10",189,"ICD10 code","Other diseases of vocal cords","valid","57781000","Disorder of vocal cord","SNOMED","cdm_v5_20240830"
"K602","ICD10",189,NA,NA,NA,NA,NA,NA,NA
"K639","ICD10",189,NA,NA,NA,NA,NA,NA,NA
"L13.9","ICD10",189,"ICD10 code","Bullous disorder, unspecified","valid","7231009","Bullous dermatosis","SNOMED","cdm_v5_20240830"
"Q67.7","ICD10",189,"ICD10 code","Pectus carinatum","valid","205101001","Congenital pectus carinatum","SNOMED","cdm_v5_20240830"
"R45.3","ICD10",189,"ICD10 code","Demoralization and apathy","valid","106126000","Emotional state finding","SNOMED","cdm_v5_20240830"
"S62.61","ICD10",189,"ICD10 code","Fracture of other finger, open","valid","24424003","Closed fracture of phalanx of finger","SNOMED","cdm_v5_20240830"
"Z70.1","ICD10",189,"ICD10 code","Counselling related to patient's sexual behaviour and orientation","valid","171023003","Psychosexual counseling","SNOMED","cdm_v5_20240830"
"0031716","CNK",188,NA,NA,NA,NA,NA,NA,NA
"0107201","CNK",188,NA,NA,NA,NA,NA,NA,NA
"0128462","CNK",188,NA,NA,NA,NA,NA,NA,NA
"0781229","CNK",188,NA,NA,NA,NA,NA,NA,NA
"1549674","CNK",188,NA,NA,NA,NA,NA,NA,NA
"1607597","CNK",188,NA,NA,NA,NA,NA,NA,NA
"16530F.D","MEDIDOC",188,NA,"URINE VERDUNNINGSTEST",NA,NA,NA,NA,NA
"1687771","CNK",188,NA,"Lescol-Exel 80 mg tabl. verl. afgifte",NA,"C10AA04",NA,"ATC(Non-Standard)",NA
"2095362","CNK",188,NA,"Captopril Sandoz 25 mg tabl.",NA,"C09AA01",NA,"ATC(Non-Standard)",NA
"2163434","CNK",188,NA,NA,NA,NA,NA,NA,NA
"2248490","CNK",188,NA,"Lansoprazol AB 15 mg harde caps.",NA,"A02BC03",NA,"ATC(Non-Standard)",NA
"2257129","CNK",188,NA,NA,NA,NA,NA,NA,NA
"2274496","CNK",188,NA,"Tamsulosine HCl Yamanouchi Pharma 0,4 mg harde caps. geregul. afgifte",NA,"G04CA02",NA,"ATC(Non-Standard)",NA
"2401669","CNK",188,NA,"Flecainide Sandoz 100 mg tabl.",NA,"C01BC04",NA,"ATC(Non-Standard)",NA
"2553063","CNK",188,NA,"HBVAXPRO 5UG/ML SER PREREMPL VOORG",NA,"J07BC01","hepatitis b, gezuiverd antigeen","ATC(Non-Standard)","vaccinet_20240909"
"2572089","CNK",188,NA,"Janumet 50 mg - 850 mg filmomh. tabl.",NA,"A10BD07",NA,"ATC(Non-Standard)",NA
"2713071","CNK",188,NA,"Timoglaucon 0,5 % - 2 % oogdruppels opl. druppelfl.",NA,"S01ED51",NA,"ATC(Non-Standard)",NA
"2866713","CNK",188,NA,"Cozaar 50 mg (PI Pharma) filmomh. tabl.",NA,"C09CA01",NA,"ATC(Non-Standard)",NA
"3364908","CNK",188,NA,NA,NA,NA,NA,NA,NA
"3419108","CNK",188,NA,NA,NA,NA,NA,NA,NA
"3531274","CNK",188,NA,"Olmesartan Plus HCT EG 40 mg - 12.5 mg filmomh. tabl.",NA,"C09DA08",NA,"ATC(Non-Standard)",NA
"3531647","CNK",188,NA,"Azilect 1 mg tabl._Azilect 1 mg (PI Pharma) tabl.",NA,"N04BD02",NA,"ATC(Non-Standard)",NA
"4121075","CNK",188,NA,"Tamsulosine HCl Krka 0,4 mg harde caps. geregul. afgifte",NA,"G04CA02",NA,"ATC(Non-Standard)",NA
"4152195","CNK",188,NA,"Tadalafil Krka 5 mg filmomh. tabl.",NA,"G04BE08",NA,"ATC(Non-Standard)",NA
"4394300","CNK",188,NA,"Ezetimibe Teva 10 mg tabl.",NA,"C10AX09",NA,"ATC(Non-Standard)",NA
"4425120","CNK",188,NA,"Co-Olmesartan AB 20 mg - 12,5 mg filmomh. tabl.",NA,"C09DA08",NA,"ATC(Non-Standard)",NA
"58344M.B","MEDIDOC",188,NA,"Anti-DFS-70 AL",NA,NA,NA,NA,NA
"58521I.B","MEDIDOC",188,NA,"Schistosoma AL",NA,NA,NA,NA,NA
"63011E.Z","MEDIDOC",188,NA,"Urinezuur amnionvocht",NA,NA,NA,NA,NA
"B44.9","ICD10",188,"ICD10 code","Aspergillosis, unspecified","valid","65553006","Aspergillosis","SNOMED","cdm_v5_20240830"
"E63.9","ICD10",188,"ICD10 code","Nutritional deficiency, unspecified","valid","70241007","Nutritional deficiency disorder","SNOMED","cdm_v5_20240830"
"H16.9","ICD10",188,"ICD10 code","Keratitis, unspecified","valid","5888003","Keratitis","SNOMED","cdm_v5_20240830"
"S43.2","ICD10",188,"ICD10 code","Dislocation of sternoclavicular joint","valid","263009006","Dislocation of sternoclavicular joint","SNOMED","cdm_v5_20240830"
"S800","ICD10",188,NA,NA,NA,NA,NA,NA,NA
"0113134","CNK",187,NA,"Fortal 30 mg/ml inj. opl. i.m./i.v./s.c. amp.",NA,"N02AD01",NA,"ATC(Non-Standard)",NA
"1457571","CNK",187,NA,NA,NA,NA,NA,NA,NA
"1594084","CNK",187,NA,"Alprazolam Kela 0,5 mg tabl.",NA,"N05BA12",NA,"ATC(Non-Standard)",NA
"1719756","CNK",187,NA,"Transtec 70 µg/h transderm. pleister zakje",NA,"N02AE01",NA,"ATC(Non-Standard)",NA
"1777242","CNK",187,NA,NA,NA,NA,NA,NA,NA
"2561611","CNK",187,NA,NA,NA,NA,NA,NA,NA
"2730000","CNK",187,NA,NA,NA,NA,NA,NA,NA
"2898278","CNK",187,NA,"Candesartan EG 16 mg tabl.",NA,"C09CA06",NA,"ATC(Non-Standard)",NA
"3143187","CNK",187,NA,NA,NA,NA,NA,NA,NA
"3188729","CNK",187,NA,"Methylphenidate Retard Mylan 36 mg tabl. verl. afgifte_Methylphenidate Retard  Viatris 36 mg tabl. verl. afgifte",NA,"N06BA04",NA,"ATC(Non-Standard)",NA
"3433984","CNK",187,NA,"Duloxetin AB 30 mg harde maagsapresist. caps.",NA,"N06AX21",NA,"ATC(Non-Standard)",NA
"3946746","CNK",187,NA,"Solifenacine AB 10 mg filmomh. tabl.",NA,"G04BD08",NA,"ATC(Non-Standard)",NA
"63012Q.U","MEDIDOC",187,NA,"Chroom urine",NA,"5623-4","Chromium (urine) - in mass/volume","LOINC","retam_table_032022"
"63118C.B","MEDIDOC",187,NA,"Carnitine serum",NA,NA,NA,NA,NA
"F60.1","ICD10",187,"ICD10 code","Schizoid personality disorder","valid","52954000","Schizoid personality disorder","SNOMED","cdm_v5_20240830"
"I83.2","ICD10",187,"ICD10 code","Varicose veins of lower extremities with both ulcer and inflammation","valid","69352009","Varicose veins of lower extremity with ulcer AND inflammation","SNOMED","cdm_v5_20240830"
"K80.3","ICD10",187,"ICD10 code","Calculus of bile duct with cholangitis","valid","197402000","Calculus of bile duct with cholangitis","SNOMED","cdm_v5_20240830"
"M533","ICD10",187,NA,NA,NA,NA,NA,NA,NA
"N88.8","ICD10",187,"ICD10 code","Other specified noninflammatory disorders of cervix uteri","valid","198336007","Noninflammatory cervical disorder","SNOMED","cdm_v5_20240830"
"Q21.3","ICD10",187,"ICD10 code","Tetralogy of Fallot","valid","86299006","Tetralogy of Fallot","SNOMED","cdm_v5_20240830"
"R02","ICD10",187,"ICD10 Hierarchy","Gangrene, not elsewhere classified","valid","372070002","Gangrenous disorder","SNOMED","cdm_v5_20240830"
"R71","ICD10",187,"ICD10 Hierarchy","Abnormality of red blood cells","valid","252294009","Red blood cell test","SNOMED","cdm_v5_20240830"
"R85","ICD10",187,"ICD10 Hierarchy","Abnormal findings in specimens from digestive organs and abdominal cavity","valid","274704003","Abnormal findings in specimens from digestive organs and abdominal cavity","SNOMED","cdm_v5_20240830"
"S09.2","ICD10",187,"ICD10 code","Traumatic rupture of ear drum","valid","307497002","Traumatic tympanic membrane perforation","SNOMED","cdm_v5_20240830"
"W73","ICPC2",187,NA,"Benigne/niet gespec neopl zwangerschap",NA,NA,NA,NA,NA
"Z85.1","ICD10",187,"ICD10 code","Personal history of malignant neoplasm of trachea, bronchus and lung","valid",NA,NA,NA,NA
"0110072","CNK",186,NA,NA,NA,NA,NA,NA,NA
"0245175","CNK",186,NA,NA,NA,NA,NA,NA,NA
"0319392","CNK",186,NA,"Lysox 200 mg or. opl.",NA,"R05CB01",NA,"ATC(Non-Standard)",NA
"0458067","CNK",186,NA,NA,NA,NA,NA,NA,NA
"0559260","CNK",186,NA,NA,NA,NA,NA,NA,NA
"0669416","CNK",186,NA,NA,NA,NA,NA,NA,NA
"13511G.B","MEDIDOC",186,NA,"Glucose 15u",NA,NA,NA,NA,NA
"2154862","CNK",186,NA,"Citalopram Sandoz 30 mg filmomh. tabl.",NA,"N06AB04",NA,"ATC(Non-Standard)",NA
"2332039","CNK",186,NA,NA,NA,NA,NA,NA,NA
"2342046","CNK",186,NA,"Seroxat 30 mg (PI Pharma) filmomh. tabl.",NA,"N06AB05",NA,"ATC(Non-Standard)",NA
"2473957","CNK",186,NA,"Baraclude 0,5 mg filmomh. tabl.",NA,"J05AF10",NA,"ATC(Non-Standard)",NA
"2612844","CNK",186,NA,"Citalopram EG 20 mg (PI Pharma) filmomh. tabl.",NA,"N06AB04",NA,"ATC(Non-Standard)",NA
"2623197","CNK",186,NA,NA,NA,NA,NA,NA,NA
"2630994","CNK",186,NA,"Risperdal 3 mg (PI Pharma) filmomh. tabl.",NA,"N05AX08",NA,"ATC(Non-Standard)",NA
"2675692","CNK",186,NA,NA,NA,NA,NA,NA,NA
"3073137","CNK",186,NA,"Rivastigmine Teva 9,5 mg/24 h transderm. pleister zakje_Rivastigmine Teva 9.5 mg/24 h transderm. pleister sachet",NA,"N06DA03",NA,"ATC(Non-Standard)",NA
"3185634","CNK",186,NA,"Singulair 10 mg (PI Pharma) filmomh. tabl.",NA,"R03DC03",NA,"ATC(Non-Standard)",NA
"58581_.R","MEDIDOC",186,NA,"Kultuur anaeroob Sputum",NA,NA,NA,NA,NA
"58697E_S","MEDIDOC",186,NA,"Spermatozoa afwijking staart",NA,NA,NA,NA,NA
"63067Q.B","MEDIDOC",186,NA,"Commentaar RBC: rouleaux vorming",NA,NA,NA,NA,NA
"B354","ICD10",186,NA,NA,NA,NA,NA,NA,NA
"D16.9","ICD10",186,"ICD10 code","Benign neoplasm: Bone and articular cartilage, unspecified","valid","92027006","Benign neoplasm of bone","SNOMED","cdm_v5_20240830"
"D36.0","ICD10",186,"ICD10 code","Benign neoplasm: Lymph nodes","valid","92197001","Benign neoplasm of lymph node","SNOMED","cdm_v5_20240830"
"I78.0","ICD10",186,"ICD10 code","Hereditary haemorrhagic telangiectasia","valid","21877004","Osler hemorrhagic telangiectasia syndrome","SNOMED","cdm_v5_20240830"
"N85.1","ICD10",186,"ICD10 code","Endometrial adenomatous hyperplasia","valid","237072009","Endometrial hyperplasia","SNOMED","cdm_v5_20240830"
"T01.0","ICD10",186,"ICD10 code","Open wounds involving head with neck","valid","210493006","Open wounds involving head with neck","SNOMED","cdm_v5_20240830"
"T81.7","ICD10",186,"ICD10 code","Vascular complications following a procedure, not elsewhere classified","valid","473459007","Cardiovascular system complication of procedure","SNOMED","cdm_v5_20240830"
"0017004","CNK",185,NA,NA,NA,NA,NA,NA,NA
"0064493","CNK",185,NA,NA,NA,NA,NA,NA,NA
"0483370","CNK",185,NA,NA,NA,NA,NA,NA,NA
"0707414","CNK",185,NA,NA,NA,NA,NA,NA,NA
"0748731","CNK",185,NA,"Estivan 10 mg filmomh. tabl.",NA,"R06AX22",NA,"ATC(Non-Standard)",NA
"1001551","CNK",185,NA,NA,NA,NA,NA,NA,NA
"10450A..","MEDIDOC",185,NA,"Moraxella catarrhalis",NA,NA,NA,NA,NA
"1309798","CNK",185,NA,NA,NA,NA,NA,NA,NA
"13651_.D","MEDIDOC",185,NA,"Glucose lactose simulatietest",NA,NA,NA,NA,NA
"1450204","CNK",185,NA,"Pravasine 40 mg tabl.",NA,"C10AA03",NA,"ATC(Non-Standard)",NA
"1776632","CNK",185,NA,NA,NA,NA,NA,NA,NA
"2095388","CNK",185,NA,"Captopril Sandoz 50 mg tabl.",NA,"C09AA01",NA,"ATC(Non-Standard)",NA
"3017621","CNK",185,NA,"Flecateva Retard 200 mg harde caps. verl. afgifte",NA,"C01BC04",NA,"ATC(Non-Standard)",NA
"3245347","CNK",185,NA,"Peramteva 10 mg - 5 mg tabl.",NA,"C09BB04",NA,"ATC(Non-Standard)",NA
"3714672","CNK",185,NA,"Olmesartan/Amlodipine EG 20 mg - 5 mg filmomh. tabl.",NA,"C09DB02",NA,"ATC(Non-Standard)",NA
"3718517","CNK",185,NA,"Lipercosyl 40 mg - 10 mg harde caps.",NA,"C10BX15",NA,"ATC(Non-Standard)",NA
"3745445","CNK",185,NA,"Olmesartan/Amlodipine Sandoz 20 mg - 5 mg filmomh. tabl.",NA,"C09DB02",NA,"ATC(Non-Standard)",NA
"4229654","CNK",185,NA,"Vitamine D Will 50000 IE zachte caps.",NA,"A11CC05",NA,"ATC(Non-Standard)",NA
"4247672","CNK",185,NA,"Levocetirizin AB 5 mg filmomh. tabl.",NA,"R06AE09",NA,"ATC(Non-Standard)",NA
"63093J.P","MEDIDOC",185,NA,"Mononucleairen punktaat",NA,NA,NA,NA,NA
"8030793","CNK",185,NA,NA,NA,NA,NA,NA,NA
"D80.2","ICD10",185,"ICD10 code","Selective deficiency of immunoglobulin A [IgA]","valid","190979003","Selective immunoglobulin A deficiency","SNOMED","cdm_v5_20240830"
"L90.8","ICD10",185,"ICD10 code","Other atrophic disorders of skin","valid","400190005","Atrophic condition of skin","SNOMED","cdm_v5_20240830"
"M47.1[G55.2]","ICD10",185,NA,NA,NA,NA,NA,NA,NA
"U80","ICPC2",185,NA,"Letsel urinewegen",NA,NA,NA,NA,NA
"0080473","CNK",184,NA,NA,NA,NA,NA,NA,NA
"0780858","CNK",184,NA,"Symbicort Forte Turbohaler 320 µg - 9 µg inhalatiepdr. multidos. cont.",NA,"R03AK07",NA,"ATC(Non-Standard)",NA
"1094168","CNK",184,NA,NA,NA,NA,NA,NA,NA
"11710A..","MEDIDOC",184,NA,"Proteus vulgaris",NA,NA,NA,NA,NA
"1446756","CNK",184,NA,NA,NA,NA,NA,NA,NA
"1455815","CNK",184,NA,NA,NA,NA,NA,NA,NA
"2675866","CNK",184,NA,NA,NA,NA,NA,NA,NA
"2755460","CNK",184,NA,"Simvastatine Apotex 40 mg filmomh. tabl.",NA,"C10AA01",NA,"ATC(Non-Standard)",NA
"2903029","CNK",184,NA,"Levetiracetam Sandoz 500 mg filmomh. tabl.",NA,"N03AX14",NA,"ATC(Non-Standard)",NA
"2929537","CNK",184,NA,"Quetiapine Retard Teva 200 mg tabl. verl. afgifte",NA,"N05AH04",NA,"ATC(Non-Standard)",NA
"3019288","CNK",184,NA,"Vivanza 10 mg filmomh. tabl.",NA,"G04BE09",NA,"ATC(Non-Standard)",NA
"3152618","CNK",184,NA,NA,NA,NA,NA,NA,NA
"3481306","CNK",184,NA,NA,NA,NA,NA,NA,NA
"3495876","CNK",184,NA,"Ramipril Krka 10 mg tabl.",NA,"C09AA05",NA,"ATC(Non-Standard)",NA
"3520343","CNK",184,NA,"Citalopram EG 20 mg (PI Pharma) filmomh. tabl.",NA,"N06AB04",NA,"ATC(Non-Standard)",NA
"4156741","CNK",184,NA,NA,NA,NA,NA,NA,NA
"4316329","CNK",184,NA,NA,NA,NA,NA,NA,NA
"57401C.U","MEDIDOC",184,NA,"IgG urine (IEF)",NA,NA,NA,NA,NA
"58115B.B","MEDIDOC",184,NA,"Factor V",NA,"3193-0","Factor V (platelet poor plasma)  - in % - one stage clotting assay","LOINC","retam_table_032022"
"58695H.S","MEDIDOC",184,NA,"Spermatozoa telling (na sterilisatie)",NA,NA,NA,NA,NA
"63256G.A","MEDIDOC",184,NA,"Lymfocyten IgM",NA,NA,NA,NA,NA
"F81.1","ICD10",184,"ICD10 code","Specific spelling disorder","valid","268738002","Specific spelling disorder","SNOMED","cdm_v5_20240830"
"G04.9","ICD10",184,"ICD10 code","Encephalitis, myelitis and encephalomyelitis, unspecified","valid","267576008","Encephalitis, myelitis and encephalomyelitis","SNOMED","cdm_v5_20240830"
"G20[F02.3]","ICD10",184,NA,NA,NA,NA,NA,NA,NA
"I30.8","ICD10",184,"ICD10 code","Other forms of acute pericarditis","valid","15555002","Acute pericarditis","SNOMED","cdm_v5_20240830"
"K359","ICD10",184,NA,NA,NA,NA,NA,NA,NA
"K51.3","ICD10",184,"ICD10 code","Ulcerative (chronic) rectosigmoiditis","valid","52506002","Chronic ulcerative rectosigmoiditis","SNOMED","cdm_v5_20240830"
"L721","ICD10",184,NA,NA,NA,NA,NA,NA,NA
"M23.0","ICD10",184,"ICD10 code","Cystic meniscus","valid","78187008","Cyst of semilunar cartilage","SNOMED","cdm_v5_20240830"
"O04","ICD10",184,"ICD10 Hierarchy","Medical abortion","valid","285409006","Medical termination of pregnancy","SNOMED","cdm_v5_20240830"
"R46.0","ICD10",184,"ICD10 code","Very low level of personal hygiene","valid","410428008","Very low level of personal hygiene","SNOMED","cdm_v5_20240830"
"R60.1","ICD10",184,"ICD10 code","Generalized oedema","valid","271808008","Generalized edema","SNOMED","cdm_v5_20240830"
"S63.4","ICD10",184,"ICD10 code","Traumatic rupture of ligament of finger at metacarpophalangeal and interphalangeal joint(s)","valid","209612008","Complete tear of ligament of finger","SNOMED","cdm_v5_20240830"
"T70.2","ICD10",184,"ICD10 code","Other and unspecified effects of high altitude","valid","87284002","Effects of high altitude","SNOMED","cdm_v5_20240830"
"T73.1","ICD10",184,"ICD10 code","Effects of thirst","valid","212970002","Effects of thirst","SNOMED","cdm_v5_20240830"
"0589655","CNK",183,NA,NA,NA,NA,NA,NA,NA
"0804468","CNK",183,NA,"NaCl 0,9 % B.Braun inf. opl. i.v.",NA,"B05BB01",NA,"ATC(Non-Standard)",NA
"0839100","CNK",183,NA,"Provera 250 mg tabl.",NA,"G03DA02",NA,"ATC(Non-Standard)",NA
"1381193","CNK",183,NA,"Lipitor 20 mg filmomh. tabl.",NA,"C10AA05",NA,"ATC(Non-Standard)",NA
"2180735","CNK",183,NA,"Quinapril EG 5 mg filmomh. tabl.",NA,"C09AA06",NA,"ATC(Non-Standard)",NA
"2680502","CNK",183,NA,NA,NA,NA,NA,NA,NA
"3027182","CNK",183,NA,NA,NA,NA,NA,NA,NA
"3041464","CNK",183,NA,"Co-Diovane 80 mg - 12,5 mg (PI Pharma) filmomh. tabl.",NA,"C09DA03",NA,"ATC(Non-Standard)",NA
"3090198","CNK",183,NA,"Memantine EG 10 mg filmomh. tabl.",NA,"N06DX01",NA,"ATC(Non-Standard)",NA
"3270337","CNK",183,NA,"Zyprexa Velotab 5 mg orodisp. tabl.",NA,"N05AH03",NA,"ATC(Non-Standard)",NA
"3665627","CNK",183,NA,NA,NA,NA,NA,NA,NA
"3722915","CNK",183,NA,NA,NA,NA,NA,NA,NA
"3874377","CNK",183,NA,"Solifenacine Teva 5 mg filmomh. tabl.",NA,"G04BD08",NA,"ATC(Non-Standard)",NA
"4182507","CNK",183,NA,"Myrosor 10 mg - 10 mg filmomh. tabl.",NA,"C10BA06",NA,"ATC(Non-Standard)",NA
"4245866","CNK",183,NA,"Tadalafil AB 20 mg filmomh. tabl.",NA,"G04BE08",NA,"ATC(Non-Standard)",NA
"4492310","CNK",183,NA,NA,NA,NA,NA,NA,NA
"4581203","CNK",183,NA,"Omeprazole EG 20 mg (Orifarm) harde maagsapresist. caps.",NA,"A02BC01",NA,"ATC(Non-Standard)",NA
"57217I.P","MEDIDOC",183,NA,"CRP punktaat NNO (dosage)",NA,NA,NA,NA,NA
"58694C.S","MEDIDOC",183,NA,"Spermatozoa motiel maar niet-progressief (klasse c)",NA,NA,NA,NA,NA
"999999_L","MEDIDOC",183,NA,"Indicatie voor PCR",NA,NA,NA,NA,NA
"B76","ICPC2",183,NA,"Traumatische miltruptuur",NA,NA,NA,NA,NA
"D05.1","ICD10",183,"ICD10 code","Intraductal carcinoma in situ","valid","109889007","Ductal carcinoma in situ of breast","SNOMED","cdm_v5_20240830"
"H94.0","ICD10",183,"ICD10 code","Acoustic neuritis in infectious and parasitic diseases classified elsewhere","valid","1300118007","Acoustic neuritis due to infectious disease","SNOMED","cdm_v5_20240830"
"K62.6","ICD10",183,"ICD10 code","Ulcer of anus and rectum","valid","442405009","Ulcer of anorectal structure","SNOMED","cdm_v5_20240830"
"L663","ICD10",183,NA,NA,NA,NA,NA,NA,NA
"L72.8","ICD10",183,"ICD10 code","Other follicular cysts of skin and subcutaneous tissue","valid","201294000","Follicular cysts of skin and subcutaneous tissue","SNOMED","cdm_v5_20240830"
"M86.6","ICD10",183,"ICD10 code","Other chronic osteomyelitis","valid","40970001","Chronic osteomyelitis","SNOMED","cdm_v5_20240830"
"T92.2","ICD10",183,"ICD10 code","Sequelae of fracture at wrist and hand level","valid","210958007","Disorder due to and following fracture at wrist and/or hand level","SNOMED","cdm_v5_20240830"
"0067199","CNK",182,NA,NA,NA,NA,NA,NA,NA
"0090944","CNK",182,NA,"Trihistalex 20 mg/g crème",NA,"D04A",NA,"ATC(Non-Standard)",NA
"0125302","CNK",182,NA,NA,NA,NA,NA,NA,NA
"0310938","CNK",182,NA,NA,NA,NA,NA,NA,NA
"1169242","CNK",182,NA,NA,NA,NA,NA,NA,NA
"2293769","CNK",182,NA,NA,NA,NA,NA,NA,NA
"2345502","CNK",182,NA,"CoAprovel 300 mg - 25 mg filmomh. tabl.",NA,"C09DA04",NA,"ATC(Non-Standard)",NA
"2550317","CNK",182,NA,"Finasteride Viatris 5 mg filmomh. tabl._Finasteride Mylan 5 mg filmomh. tabl.",NA,"G04CB01",NA,"ATC(Non-Standard)",NA
